DateKey,Date,FullDateUK,FullDateUSA,DayOfMonth,DaySuffix,DayName,DayOfWeekUSA,DayOfWeekUK,DayOfWeekInMonth,DayOfWeekInYear,DayOfQuarter,DayOfYear,WeekOfMonth,WeekOfQuarter,WeekOfYear,Month,MonthName,MonthOfQuarter,Quarter,QuarterName,Year,YearName,MonthYear,MMYYYY,FirstDayOfMonth,LastDayOfMonth,FirstDayOfQuarter,LastDayOfQuarter,FirstDayOfYear,LastDayOfYear,IsHolidayUSA,IsWeekday,HolidayUSA,IsHolidayUK,HolidayUK
20210406,2021-04-06 00:00:00,06/04/2021,04/06/2021,6,6th,Tuesday,3,2,1,14,1,96,2,1,15,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210407,2021-04-07 00:00:00,07/04/2021,04/07/2021,7,7th,Wednesday,4,3,1,14,1,97,2,1,15,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210408,2021-04-08 00:00:00,08/04/2021,04/08/2021,8,8th,Thursday,5,4,2,14,2,98,2,2,15,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210409,2021-04-09 00:00:00,09/04/2021,04/09/2021,9,9th,Friday,6,5,2,15,2,99,2,2,15,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210410,2021-04-10 00:00:00,10/04/2021,04/10/2021,10,10th,Saturday,7,6,2,15,2,100,2,2,15,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210411,2021-04-11 00:00:00,11/04/2021,04/11/2021,11,11th,Sunday,1,7,2,15,2,101,3,2,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210412,2021-04-12 00:00:00,12/04/2021,04/12/2021,12,12th,Monday,2,1,2,15,2,102,3,2,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210413,2021-04-13 00:00:00,13/04/2021,04/13/2021,13,13th,Tuesday,3,2,2,15,2,103,3,2,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210414,2021-04-14 00:00:00,14/04/2021,04/14/2021,14,14th,Wednesday,4,3,2,15,2,104,3,2,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210415,2021-04-15 00:00:00,15/04/2021,04/15/2021,15,15th,Thursday,5,4,3,15,3,105,3,3,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210416,2021-04-16 00:00:00,16/04/2021,04/16/2021,16,16th,Friday,6,5,3,16,3,106,3,3,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210417,2021-04-17 00:00:00,17/04/2021,04/17/2021,17,17th,Saturday,7,6,3,16,3,107,3,3,16,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210418,2021-04-18 00:00:00,18/04/2021,04/18/2021,18,18th,Sunday,1,7,3,16,3,108,4,3,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,True,Good Friday
20210419,2021-04-19 00:00:00,19/04/2021,04/19/2021,19,19th,Monday,2,1,3,16,3,109,4,3,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210420,2021-04-20 00:00:00,20/04/2021,04/20/2021,20,20th,Tuesday,3,2,3,16,3,110,4,3,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210421,2021-04-21 00:00:00,21/04/2021,04/21/2021,21,21st,Wednesday,4,3,3,16,3,111,4,3,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,True,Easter Monday
20210422,2021-04-22 00:00:00,22/04/2021,04/22/2021,22,22nd,Thursday,5,4,4,16,4,112,4,4,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210423,2021-04-23 00:00:00,23/04/2021,04/23/2021,23,23rd,Friday,6,5,4,17,4,113,4,4,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210424,2021-04-24 00:00:00,24/04/2021,04/24/2021,24,24th,Saturday,7,6,4,17,4,114,4,4,17,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210425,2021-04-25 00:00:00,25/04/2021,04/25/2021,25,25th,Sunday,1,7,4,17,4,115,5,4,18,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210426,2021-04-26 00:00:00,26/04/2021,04/26/2021,26,26th,Monday,2,1,4,17,4,116,5,4,18,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210427,2021-04-27 00:00:00,27/04/2021,04/27/2021,27,27th,Tuesday,3,2,4,17,4,117,5,4,18,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210428,2021-04-28 00:00:00,28/04/2021,04/28/2021,28,28th,Wednesday,4,3,4,17,4,118,5,4,18,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210429,2021-04-29 00:00:00,29/04/2021,04/29/2021,29,29th,Thursday,5,4,5,17,5,119,5,5,18,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210430,2021-04-30 00:00:00,30/04/2021,04/30/2021,30,30th,Friday,6,5,5,18,5,120,5,5,18,4,April,1,2,Second,2021,CY 2021,Apr-2021  ,042021,2021-04-01,2021-04-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210501,2021-05-01 00:00:00,01/05/2021,05/01/2021,1,1st,Saturday,7,6,1,18,5,121,1,5,18,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210502,2021-05-02 00:00:00,02/05/2021,05/02/2021,2,2nd,Sunday,1,7,1,18,5,122,2,5,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210503,2021-05-03 00:00:00,03/05/2021,05/03/2021,3,3rd,Monday,2,1,1,18,5,123,2,5,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210504,2021-05-04 00:00:00,04/05/2021,05/04/2021,4,4th,Tuesday,3,2,1,18,5,124,2,5,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210505,2021-05-05 00:00:00,05/05/2021,05/05/2021,5,5th,Wednesday,4,3,1,18,5,125,2,5,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,True,Early May Bank Holiday
20210506,2021-05-06 00:00:00,06/05/2021,05/06/2021,6,6th,Thursday,5,4,1,18,6,126,2,6,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210507,2021-05-07 00:00:00,07/05/2021,05/07/2021,7,7th,Friday,6,5,1,19,6,127,2,6,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210508,2021-05-08 00:00:00,08/05/2021,05/08/2021,8,8th,Saturday,7,6,2,19,6,128,2,6,19,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210509,2021-05-09 00:00:00,09/05/2021,05/09/2021,9,9th,Sunday,1,7,2,19,6,129,3,6,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210510,2021-05-10 00:00:00,10/05/2021,05/10/2021,10,10th,Monday,2,1,2,19,6,130,3,6,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210511,2021-05-11 00:00:00,11/05/2021,05/11/2021,11,11th,Tuesday,3,2,2,19,6,131,3,6,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210512,2021-05-12 00:00:00,12/05/2021,05/12/2021,12,12th,Wednesday,4,3,2,19,6,132,3,6,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210513,2021-05-13 00:00:00,13/05/2021,05/13/2021,13,13th,Thursday,5,4,2,19,7,133,3,7,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210514,2021-05-14 00:00:00,14/05/2021,05/14/2021,14,14th,Friday,6,5,2,20,7,134,3,7,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210515,2021-05-15 00:00:00,15/05/2021,05/15/2021,15,15th,Saturday,7,6,3,20,7,135,3,7,20,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210516,2021-05-16 00:00:00,16/05/2021,05/16/2021,16,16th,Sunday,1,7,3,20,7,136,4,7,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210517,2021-05-17 00:00:00,17/05/2021,05/17/2021,17,17th,Monday,2,1,3,20,7,137,4,7,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210518,2021-05-18 00:00:00,18/05/2021,05/18/2021,18,18th,Tuesday,3,2,3,20,7,138,4,7,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210519,2021-05-19 00:00:00,19/05/2021,05/19/2021,19,19th,Wednesday,4,3,3,20,7,139,4,7,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210520,2021-05-20 00:00:00,20/05/2021,05/20/2021,20,20th,Thursday,5,4,3,20,8,140,4,8,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210521,2021-05-21 00:00:00,21/05/2021,05/21/2021,21,21st,Friday,6,5,3,21,8,141,4,8,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210522,2021-05-22 00:00:00,22/05/2021,05/22/2021,22,22nd,Saturday,7,6,4,21,8,142,4,8,21,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210523,2021-05-23 00:00:00,23/05/2021,05/23/2021,23,23rd,Sunday,1,7,4,21,8,143,5,8,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210524,2021-05-24 00:00:00,24/05/2021,05/24/2021,24,24th,Monday,2,1,4,21,8,144,5,8,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210525,2021-05-25 00:00:00,25/05/2021,05/25/2021,25,25th,Tuesday,3,2,4,21,8,145,5,8,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210526,2021-05-26 00:00:00,26/05/2021,05/26/2021,26,26th,Wednesday,4,3,4,21,8,146,5,8,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,True,Spring Bank Holiday
20210527,2021-05-27 00:00:00,27/05/2021,05/27/2021,27,27th,Thursday,5,4,4,21,9,147,5,9,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210528,2021-05-28 00:00:00,28/05/2021,05/28/2021,28,28th,Friday,6,5,4,22,9,148,5,9,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210529,2021-05-29 00:00:00,29/05/2021,05/29/2021,29,29th,Saturday,7,6,5,22,9,149,5,9,22,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210530,2021-05-30 00:00:00,30/05/2021,05/30/2021,30,30th,Sunday,1,7,5,22,9,150,6,9,23,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210531,2021-05-31 00:00:00,31/05/2021,05/31/2021,31,31st,Monday,2,1,5,22,9,151,6,9,23,5,May,2,2,Second,2021,CY 2021,May-2021  ,052021,2021-05-01,2021-05-31,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210601,2021-06-01 00:00:00,01/06/2021,06/01/2021,1,1st,Tuesday,3,2,1,22,9,152,1,9,23,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210602,2021-06-02 00:00:00,02/06/2021,06/02/2021,2,2nd,Wednesday,4,3,1,22,9,153,1,9,23,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210603,2021-06-03 00:00:00,03/06/2021,06/03/2021,3,3rd,Thursday,5,4,1,22,10,154,1,10,23,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210604,2021-06-04 00:00:00,04/06/2021,06/04/2021,4,4th,Friday,6,5,1,23,10,155,1,10,23,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210605,2021-06-05 00:00:00,05/06/2021,06/05/2021,5,5th,Saturday,7,6,1,23,10,156,1,10,23,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210606,2021-06-06 00:00:00,06/06/2021,06/06/2021,6,6th,Sunday,1,7,1,23,10,157,2,10,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210607,2021-06-07 00:00:00,07/06/2021,06/07/2021,7,7th,Monday,2,1,1,23,10,158,2,10,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210608,2021-06-08 00:00:00,08/06/2021,06/08/2021,8,8th,Tuesday,3,2,2,23,10,159,2,10,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210609,2021-06-09 00:00:00,09/06/2021,06/09/2021,9,9th,Wednesday,4,3,2,23,10,160,2,10,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210610,2021-06-10 00:00:00,10/06/2021,06/10/2021,10,10th,Thursday,5,4,2,23,11,161,2,11,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210611,2021-06-11 00:00:00,11/06/2021,06/11/2021,11,11th,Friday,6,5,2,24,11,162,2,11,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210612,2021-06-12 00:00:00,12/06/2021,06/12/2021,12,12th,Saturday,7,6,2,24,11,163,2,11,24,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210613,2021-06-13 00:00:00,13/06/2021,06/13/2021,13,13th,Sunday,1,7,2,24,11,164,3,11,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210614,2021-06-14 00:00:00,14/06/2021,06/14/2021,14,14th,Monday,2,1,2,24,11,165,3,11,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210615,2021-06-15 00:00:00,15/06/2021,06/15/2021,15,15th,Tuesday,3,2,3,24,11,166,3,11,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210616,2021-06-16 00:00:00,16/06/2021,06/16/2021,16,16th,Wednesday,4,3,3,24,11,167,3,11,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210617,2021-06-17 00:00:00,17/06/2021,06/17/2021,17,17th,Thursday,5,4,3,24,12,168,3,12,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210618,2021-06-18 00:00:00,18/06/2021,06/18/2021,18,18th,Friday,6,5,3,25,12,169,3,12,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210619,2021-06-19 00:00:00,19/06/2021,06/19/2021,19,19th,Saturday,7,6,3,25,12,170,3,12,25,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210620,2021-06-20 00:00:00,20/06/2021,06/20/2021,20,20th,Sunday,1,7,3,25,12,171,4,12,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210621,2021-06-21 00:00:00,21/06/2021,06/21/2021,21,21st,Monday,2,1,3,25,12,172,4,12,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210622,2021-06-22 00:00:00,22/06/2021,06/22/2021,22,22nd,Tuesday,3,2,4,25,12,173,4,12,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210623,2021-06-23 00:00:00,23/06/2021,06/23/2021,23,23rd,Wednesday,4,3,4,25,12,174,4,12,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210624,2021-06-24 00:00:00,24/06/2021,06/24/2021,24,24th,Thursday,5,4,4,25,13,175,4,13,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210625,2021-06-25 00:00:00,25/06/2021,06/25/2021,25,25th,Friday,6,5,4,26,13,176,4,13,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210626,2021-06-26 00:00:00,26/06/2021,06/26/2021,26,26th,Saturday,7,6,4,26,13,177,4,13,26,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210627,2021-06-27 00:00:00,27/06/2021,06/27/2021,27,27th,Sunday,1,7,4,26,13,178,5,13,27,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,False,,False,
20210628,2021-06-28 00:00:00,28/06/2021,06/28/2021,28,28th,Monday,2,1,4,26,13,179,5,13,27,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210629,2021-06-29 00:00:00,29/06/2021,06/29/2021,29,29th,Tuesday,3,2,5,26,13,180,5,13,27,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210630,2021-06-30 00:00:00,30/06/2021,06/30/2021,30,30th,Wednesday,4,3,5,26,13,181,5,13,27,6,June,3,2,Second,2021,CY 2021,Jun-2021  ,062021,2021-06-01,2021-06-30,2021-04-01,2021-06-30,2021-01-01,2021-12-31,False,True,,False,
20210701,2021-07-01 00:00:00,01/07/2021,07/01/2021,1,1st,Thursday,5,4,1,26,1,182,1,1,27,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210702,2021-07-02 00:00:00,02/07/2021,07/02/2021,2,2nd,Friday,6,5,1,27,1,183,1,1,27,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210703,2021-07-03 00:00:00,03/07/2021,07/03/2021,3,3rd,Saturday,7,6,1,27,1,184,1,1,27,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,False,,False,
20210704,2021-07-04 00:00:00,04/07/2021,07/04/2021,4,4th,Sunday,1,7,1,27,1,185,2,1,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,True,False,Independance Day,False,
20210705,2021-07-05 00:00:00,05/07/2021,07/05/2021,5,5th,Monday,2,1,1,27,1,186,2,1,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210706,2021-07-06 00:00:00,06/07/2021,07/06/2021,6,6th,Tuesday,3,2,1,27,1,187,2,1,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210707,2021-07-07 00:00:00,07/07/2021,07/07/2021,7,7th,Wednesday,4,3,1,27,1,188,2,1,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210708,2021-07-08 00:00:00,08/07/2021,07/08/2021,8,8th,Thursday,5,4,2,27,2,189,2,2,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210709,2021-07-09 00:00:00,09/07/2021,07/09/2021,9,9th,Friday,6,5,2,28,2,190,2,2,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,True,,False,
20210710,2021-07-10 00:00:00,10/07/2021,07/10/2021,10,10th,Saturday,7,6,2,28,2,191,2,2,28,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,False,,False,
20210711,2021-07-11 00:00:00,11/07/2021,07/11/2021,11,11th,Sunday,1,7,2,28,2,192,3,2,29,7,July,1,3,Third,2021,CY 2021,Jul-2021  ,072021,2021-07-01,2021-07-31,2021-07-01,2021-09-30,2021-01-01,2021-12-31,False,False,,False,
